speech_sequence_idx,speech_sequence_path,speaker_id,text_embedding_idx,text,audio_event_idx,audio_file_path,audio_start_time,audio_stop_time,audio_sample_rate,audio_start_sample,audio_stop_sample,n_audio_samples,speech_frame_start,speech_frame_stop,speech_frame_count,speech_feature_dim
2603,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2619,“这就好比花儿一样。,2620,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,57.208000,57.699000,12000,686496,692388,5892,59353,59377,24,1024
2604,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2620,要是你喜欢一朵花儿，,2621,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,57.709000,58.261000,12000,692508,699132,6624,59377,59404,27,1024
2605,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2621,而她在一颗星星上，,2622,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,58.270000,58.761000,12000,699240,705132,5892,59404,59428,24,1024
2606,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2622,那你夜里看着天空，,2623,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,58.770000,59.261000,12000,705240,711132,5892,59428,59452,24,1024
2607,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2623,就会觉得很美。,2624,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,59.271000,59.636000,12000,711252,715632,4380,59452,59470,18,1024
2608,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2624,所有的星星都像开满了花儿。”,2625,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,59.646000,60.386000,12000,715752,724632,8880,59470,59506,36,1024
2609,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2625,“可不是……”,2626,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,60.396000,60.574000,12000,724752,726888,2136,59506,59514,8,1024
2610,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2626,“这就好比水一样。,2627,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,60.582000,61.011000,12000,726984,732132,5148,59514,59535,21,1024
2611,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2627,昨天你给我喝的水，,2628,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,61.020000,61.511000,12000,732240,738132,5892,59535,59559,24,1024
2612,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2628,有了那辘轳和吊绳，,2629,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,61.520000,62.011000,12000,738240,744132,5892,59559,59583,24,1024
2613,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2629,就像一首乐曲……,2630,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,62.019000,62.386000,12000,744228,748632,4404,59583,59601,18,1024
2614,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2630,你还记得吧……,2631,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,62.394000,62.699000,12000,748728,752388,3660,59601,59616,15,1024
2615,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2631,那水真好喝。”,2632,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,62.706000,63.011000,12000,752472,756132,3660,59616,59631,15,1024
2616,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2632,“可不是……”,2633,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,63.017000,63.199000,12000,756204,758388,2184,59631,59639,8,1024
2617,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2633,“夜里，,2634,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,63.206000,63.324000,12000,758472,759888,1416,59639,59644,5,1024
2618,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2634,你要抬头望着满天的星星。,2635,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,63.332000,64.011000,12000,759984,768132,8148,59644,59677,33,1024
2619,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2635,我那颗实在太小了，,2636,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,64.022000,64.511000,12000,768264,774132,5868,59677,59701,24,1024
2620,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2636,我都没法指给你看它在哪儿。,2637,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,64.520000,65.261000,12000,774240,783132,8892,59701,59737,36,1024
2621,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2637,这样倒也好。,2638,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,65.269000,65.574000,12000,783228,786888,3660,59737,59752,15,1024
2622,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2638,我的星星，,2639,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,65.582000,65.824000,12000,786984,789888,2904,59752,59763,11,1024
2623,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2639,对你来说就是满天星星中的一颗。,2640,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,65.831000,66.699000,12000,789972,800388,10416,59763,59806,43,1024
2624,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2640,所以，,2641,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,66.708000,66.824000,12000,800496,801888,1392,59806,59811,5,1024
2625,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2641,你会爱这满天的星星……,2642,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,66.832000,67.386000,12000,801984,808632,6648,59811,59838,27,1024
2626,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2642,所有的星星都会是你的朋友。,2643,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,67.397000,68.136000,12000,808764,817632,8868,59838,59874,36,1024
2627,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2643,我还要给你一件礼物……”,2644,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,68.146000,68.699000,12000,817752,824388,6636,59874,59901,27,1024
2628,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2644,他又笑了起来。,2645,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,68.707000,69.073000,12000,824484,828876,4392,59901,59919,18,1024
2629,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2645,“呵！小家伙，,2646,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,69.079000,69.323000,12000,828948,831876,2928,59919,59930,11,1024
2630,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2646,小家伙，,2647,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,69.330000,69.511000,12000,831960,834132,2172,59930,59938,8,1024
2631,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2647,我喜欢听到这笑声！”,2648,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,69.519000,70.011000,12000,834228,840132,5904,59938,59962,24,1024
2632,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2648,“这正是我的礼物……,2649,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,70.020000,70.448000,12000,840240,845376,5136,59962,59983,21,1024
2633,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2649,就像那水……”,2650,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,70.457000,70.698000,12000,845484,848376,2892,59983,59994,11,1024
2634,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2650,“你想说什么？”,2651,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,70.706000,71.011000,12000,848472,852132,3660,59994,60009,15,1024
2635,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2651,“人们眼里的星星，,2652,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,71.019000,71.448000,12000,852228,857376,5148,60009,60030,21,1024
2636,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2652,并不是一样的。,2653,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,71.456000,71.823000,12000,857472,861876,4404,60030,60048,18,1024
2637,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2653,对旅行的人来说，,2654,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,71.831000,72.261000,12000,861972,867132,5160,60048,60069,21,1024
2638,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2654,星星是向导。,2655,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,72.268000,72.573000,12000,867216,870876,3660,60069,60084,15,1024
2639,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2655,对有些人来说，,2656,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,72.582000,72.948000,12000,870984,875376,4392,60084,60102,18,1024
2640,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2656,它们只不过是天空微弱的亮光。,2657,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,72.958000,73.761000,12000,875496,885132,9636,60102,60141,39,1024
2641,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2657,对另一些学者来说，,2658,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,73.772000,74.261000,12000,885264,891132,5868,60141,60165,24,1024
2642,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2658,它们就是要探讨的问题。,2659,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,74.270000,74.886000,12000,891240,898632,7392,60165,60195,30,1024
2643,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2659,对我那个商人来说，,2660,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,74.895000,75.386000,12000,898740,904632,5892,60195,60219,24,1024
2644,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2660,它们就是金子。,2661,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,75.395000,75.761000,12000,904740,909132,4392,60219,60237,18,1024
2645,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2661,但是所有这些星星都是静默的。,2662,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,75.769000,76.573000,12000,909228,918876,9648,60237,60276,39,1024
2646,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2662,而你，,2663,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,76.584000,76.698000,12000,919008,920376,1368,60276,60281,5,1024
2647,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2663,你的那些星星是谁也不曾见过的……”,2664,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,76.707000,77.573000,12000,920484,930876,10392,60281,60324,43,1024
2648,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2664,“你想说什么呢？”,2665,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,77.585000,77.948000,12000,931020,935376,4356,60324,60341,17,1024
2649,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2665,“当你在夜里望着天空时，,2666,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,77.959000,78.573000,12000,935508,942876,7368,60341,60371,30,1024
2650,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2666,既然我就在其中的一颗星星上面，,2667,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,78.586000,79.448000,12000,943032,953376,10344,60371,60413,42,1024
2651,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2667,既然我在其中一颗星星上笑着，,2668,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,79.460000,80.260000,12000,953520,963120,9600,60413,60452,39,1024
2652,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2668,那么对你来说，,2669,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,80.271000,80.635000,12000,963252,967620,4368,60452,60469,17,1024
2653,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2669,就好像满天的星星都在笑。,2670,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,80.644000,81.323000,12000,967728,975876,8148,60469,60502,33,1024
2654,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2670,只有你一个人，,2671,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,81.333000,81.698000,12000,975996,980376,4380,60502,60520,18,1024
2655,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2671,看见的是会笑的星星！”,2672,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,81.706000,82.260000,12000,980472,987120,6648,60520,60547,27,1024
2656,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2672,说着他又笑了。,2673,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,82.270000,82.635000,12000,987240,991620,4380,60547,60565,18,1024
2657,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2673,“当你感到心情平静以后（,2674,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,82.647000,83.260000,12000,991764,999120,7356,60565,60595,30,1024
2658,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2674,每个人总会让自己的心情平静下来），,2675,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,83.274000,84.198000,12000,999288,1010376,11088,60595,60640,45,1024
2659,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2675,你会因为认识了我而感到高兴。,2676,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,84.211000,85.010000,12000,1010532,1020120,9588,60640,60679,39,1024
2660,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2676,你会永远是我的朋友。,2677,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,85.021000,85.573000,12000,1020252,1026876,6624,60679,60706,27,1024
2661,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2677,你会想要跟我一起笑。,2678,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,85.581000,86.135000,12000,1026972,1033620,6648,60706,60733,27,1024
2662,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2678,有时候，,2679,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,86.142000,86.323000,12000,1033704,1035876,2172,60733,60741,8,1024
2663,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2679,你会心念一动，,2680,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,86.328000,86.698000,12000,1035936,1040376,4440,60741,60759,18,1024
2664,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2680,就打开窗子……,2681,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,86.706000,87.010000,12000,1040472,1044120,3648,60759,60773,14,1024
2665,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2681,你的朋友会惊奇地看到，,2682,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,87.019000,87.635000,12000,1044228,1051620,7392,60773,60803,30,1024
2666,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2682,你望着天空在笑。,2683,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,87.644000,88.073000,12000,1051728,1056876,5148,60803,60824,21,1024
2667,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2683,于是你会对他们说：,2684,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,88.080000,88.573000,12000,1056960,1062876,5916,60824,60848,24,1024
2668,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2684,‘是的，,2685,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,88.580000,88.764000,12000,1062960,1065168,2208,60848,60856,8,1024
2669,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2685,我看见这些星星就会笑！,2686,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,88.775000,89.385000,12000,1065300,1072620,7320,60856,60886,30,1024
2670,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2686,’他们会以为你疯了。,2687,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,89.396000,89.952000,12000,1072752,1079424,6672,60886,60913,27,1024
2671,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2687,我给你闹了个恶作剧……”,2688,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,89.961000,90.510000,12000,1079532,1086120,6588,60913,60940,27,1024
2672,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2688,说着他又笑了。,2689,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,90.518000,90.889000,12000,1086216,1090668,4452,60940,60958,18,1024
2673,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2689,“这样一来，,2690,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,90.897000,91.139000,12000,1090764,1093668,2904,60958,60969,11,1024
2674,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2690,我给你的仿佛不是星星，,2691,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,91.149000,91.764000,12000,1093788,1101168,7380,60969,60999,30,1024
2675,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2691,而是些会笑的小铃铛……”,2692,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,91.774000,92.327000,12000,1101288,1107924,6636,60999,61026,27,1024
2676,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2692,说着他又笑了。,2693,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,92.336000,92.702000,12000,1108032,1112424,4392,61026,61044,18,1024
2677,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2693,随后他变得很严肃：,2694,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,92.709000,93.202000,12000,1112508,1118424,5916,61044,61068,24,1024
2678,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2694,“今天夜里……,2695,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,93.211000,93.452000,12000,1118532,1121424,2892,61068,61079,11,1024
2679,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2695,你知道……你不要来。”,2696,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,93.460000,93.889000,12000,1121520,1126668,5148,61079,61100,21,1024
2680,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2696,“我决不离开你。”,2697,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,93.899000,94.264000,12000,1126788,1131168,4380,61100,61118,18,1024
2681,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2697,“我看上去会很痛苦……,2698,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,94.274000,94.764000,12000,1131288,1137168,5880,61118,61142,24,1024
2682,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2698,会有点像死去的样子。,2699,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,94.773000,95.326000,12000,1137276,1143912,6636,61142,61169,27,1024
2683,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2699,就是这么回事。,2700,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,95.335000,95.701000,12000,1144020,1148412,4392,61169,61187,18,1024
2684,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2700,你还是别看见的好，,2701,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,95.708000,96.201000,12000,1148496,1154412,5916,61187,61211,24,1024
2685,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2701,没这必要。”,2702,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,96.209000,96.451000,12000,1154508,1157412,2904,61211,61222,11,1024
2686,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2702,“我决不离开你。”,2703,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,96.459000,96.826000,12000,1157508,1161912,4404,61222,61240,18,1024
2687,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2703,可是他担心起来。,2704,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,96.834000,97.264000,12000,1162008,1167168,5160,61240,61261,21,1024
2688,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2704,“我这么说……,2705,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,97.272000,97.514000,12000,1167264,1170168,2904,61261,61272,11,1024
2689,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2705,也是因为蛇的缘故。,2706,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,97.523000,98.014000,12000,1170276,1176168,5892,61272,61296,24,1024
2690,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2706,你可别让它咬着了……,2707,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,98.023000,98.514000,12000,1176276,1182168,5892,61296,61320,24,1024
2691,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2707,蛇，都是很坏的。,2708,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,98.644000,98.889000,12000,1183728,1186668,2940,61320,61332,12,1024
2692,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,2708,它们无缘无故也会咬人……”,2709,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_26.wav,98.899000,99.514000,12000,1186788,1194168,7380,61332,61362,30,1024
